Client_ID|Loan_Request|MTG_Due|Property_Value|Loan_Reason|Occupation|Years_At_Job|Derog_Report|DELQ_Line|Trade_Line|File_Age|Inquiry|Debt_Income_Ratio|CR_Score|Bad
ID#02282|$13,900||$40,881|HomeImp|Other|0|0|0|8|297.9|1|25.9|585|0
ID#02283|$13,900|$84,427|$114,209|HomeImp|ProfExe|12|0|2|27|180.2|0|33.4|395|0
ID#02284|$13,900|$144,263|$167,164|DebtCon|ProfExe|8|2|6|38|111.6|5|91.6||1
ID#02285|$13,900|$95,351|$117,381|DebtCon|Office|12|0|0|11|210.2|0|41|431|0
ID#02286|$13,900|$71,425|$81,012|DebtCon|Other|2|0|0|26|242.9|2|32.2|519|0
ID#02287|$13,900|$51,653|$85,578|DebtCon|Other|13|0|0|7|90.3|0|41.7|368|1
ID#02288|$13,900|$80,836|$93,912|DebtCon|Other|5|2|0|20|69.3|0|23.9|443|0
ID#02289|$13,900|$127,259|$194,233|HomeImp|Office|1|0|1|16|341.6|0|40.1|445|0
ID#02290|$13,900|$103,030|$114,131|DebtCon|Mgr|3|0|0|0||0|38.4|403|1
ID#02291|$13,900||$80,868|DebtCon|ProfExe|18|0|0|7|278.3|1|43.3|421|1
ID#02292|$13,900|$85,358|$101,401|DebtCon|Other|0|0|0|22|145.8|0|40.1|427|0
ID#02293|$13,900|$88,746|$108,160|HomeImp|Mgr|9|0|0|25|234.9|0|31|550|0
ID#02294|$13,900|$77,007|$96,718|DebtCon|ProfExe|8|2|0|30|183.6|0|26.4|483|0
ID#02295|$13,900|$50,415|$68,166|DebtCon|Other|10|0|0|17|235.7|0|33.8|514|0
ID#02296|$13,900|$48,110|$63,601|DebtCon|ProfExe|5|0|0|12|153.7|1|30|494|0
ID#02297|$13,900|$63,831|$81,378|DebtCon||9||||||24.4|539|0
ID#02298|$13,900||$27,779|DebtCon|Other|12|||9|95.9|1|34.2|428|0
ID#02299|$13,900|$47,741|$69,111|DebtCon|Other|2|0|0|21|254.3|0|28.9|571|0
ID#02300|$13,900|$33,403|$69,878|DebtCon|ProfExe|8|0|0|16|259.8|1|23.7|599|0
ID#02301|$14,000|$99,652|$113,012||Office|17|1|0|16|256|0|35.5|460|0
ID#02302|$14,000|$51,721|$61,193|DebtCon|Other|0|0|0|12|187|2|25.8|532|0
ID#02303|$14,000||$28,992|HomeImp|Other||0|0|14|342.1|2||509|1
ID#02304|$14,000|||||||||||25.7|508|0
ID#02305|$14,000|$92,583|$114,379|DebtCon|Other|10|0|0|27|169.4|0|34.1|497|0
ID#02306|$14,000|$37,019|$57,125|DebtCon|Other||0|0|15|69.8|0|41.6|371|0
ID#02307|$14,000||$58,407|||8|0|0|15|107.5|0||540|0
ID#02308|$14,000|$83,645|$101,615|HomeImp|ProfExe|5|0|0|26|116.3|0|28.3|525|0
ID#02309|$14,000|$67,881|$93,390|DebtCon|||||||||178|1
ID#02310|$14,000||$42,500|DebtCon|Other||||||||424|1
ID#02311|$14,000|$62,000|$88,500|HomeImp|Office|9|||11|107.4|0||432|0
ID#02312|$14,000|$27,872|$48,125|HomeImp|Other|10|0|0|10|115.6|1||436|0
ID#02313|$14,000|$42,767|$60,950|DebtCon|Other|7|0|1|49|117.7|3||400|0
ID#02314|$14,000|$92,739|$125,000|DebtCon|Mgr|6|||42|248.6|3||498|0
ID#02315|$14,000|$32,000|$48,500|DebtCon|ProfExe|4|0|0|35|255.7|1||541|0
ID#02316|$14,000|$42,000|$60,000|DebtCon|Mgr|27|1|0|17|281.1|1||455|0
ID#02317|$14,000|$64,000|$78,000||ProfExe|7.4|0|0|20|174.4|0||472|1
ID#02318|$14,000|$65,000|||Other|23|0|3|15|109.6|1||230|1
ID#02319|$14,000|$139,000|$159,000|DebtCon|Mgr|13|0|1|32|171.4|1||402|1
ID#02320|$14,000|$85,200||HomeImp|Other|8|1|0|17|188.7|4||378|1
ID#02321|$14,000|$46,400||DebtCon|Other|18|0|1|14|145.1|1||365|1
ID#02322|$14,000|$49,207|$70,525|DebtCon|Office|3|3|3|51|206|2||170|1
ID#02323|$14,000|$46,541|$64,338|DebtCon|Other|0|0|0|12|204.4|1|28.4|529|0
ID#02324|$14,000|$59,736|$97,411|DebtCon|ProfExe|7|0|0|19|200.2|1|20.1|610|0
ID#02325|$14,000|$63,451|$105,702|HomeImp|ProfExe|8|0|0|12|257.2|1|33.9|503|0
ID#02326|$14,000|$50,890|$68,722|DebtCon|Other|8|0|1|49|135.8|2|29.4|474|0
ID#02327|$14,000|$73,062|$88,783|DebtCon|Other|6|0|0|18|211.1|2|42.3|405|0
ID#02328|$14,000|$43,173|$65,985|HomeImp|ProfExe|5|0|0|18|216|3|37.1|440|0
ID#02329|$14,000|||HomeImp|Other|17|0|7|12|184.6|0|18.2|228|1
ID#02330|$14,100|$98,856|$143,292|HomeImp|ProfExe|13|0|0|21|105.8|4|37.5|383|0
ID#02331|$14,100|$79,345|$135,554|DebtCon|ProfExe|15|0|0|19|301.6|0|29.2|585|0
ID#02332|$14,100|$36,309|$53,321|HomeImp|Other|8|0|0|10|110.2|1|19.2|568|0
ID#02333|$14,100|$52,302|$63,589|HomeImp|ProfExe|6|0|0|8|130.3|4|34.8|399|1
ID#02334|$14,100|$59,402|$91,057|DebtCon|ProfExe|8|0|0|20|194.6|0|22|605|0
ID#02335|$14,100|$54,081|$68,577|DebtCon|Other|8|0|0|17|237.7|0|33.1|521|0
ID#02336|$14,100|$43,927|$60,000|DebtCon|Other|0|0|0|8|0|12||217|1
ID#02337|$14,100|$51,723|$77,207|DebtCon|ProfExe|21|0|0|15|199.5|0|25.1|573|0
ID#02338|$14,100|$81,894|$98,285|DebtCon|Mgr|6|0|0|26|151.5|1|42.3|403|0
ID#02339|$14,100|$86,730|$117,667|DebtCon|ProfExe|1|0|2|34|134.4|0|32|398|0
ID#02340|$14,100|$86,996|$108,452|HomeImp|Other|19|0|0|24|135|4|29.8|468|0
ID#02341|$14,100|$49,927|$67,761|DebtCon|Mgr|26|0|0|16|276.5|1|36.6|493|0
ID#02342|$14,100|$65,994|$80,037|DebtCon||8||||||27.7|510|0
ID#02343|$14,100|$61,036|$84,979|HomeImp|Mgr|1|0|0|23|174.6|2|50.3|326|1
ID#02344|$14,200|$102,512|$128,657|HomeImp|ProfExe|8|0|0|32|178.3|3|27.5|529|0
ID#02345|$14,200|$84,718|$103,804|HomeImp|Other|21|0|0|23|123.7|4|30.6|454|0
ID#02346|$14,200|$34,558|$40,754|HomeImp|Other|8|0|0|11|76.4|2|31|438|0
ID#02347|$14,200||$31,671|DebtCon|Other|13|||8|83|2|33.2|417|0
ID#02348|$14,200|$94,696|$121,528|DebtCon|Office|10|0|0|12|209.1|0|39.6|444|0
ID#02349|$14,200|$44,412|$72,946|DebtCon|ProfExe|19|0|0|15|196.1|0|23.8|583|0
ID#02350|$14,200|$68,750|$88,627|DebtCon|Other|10|0|1|32|219.7|0|34.6|464|1
ID#02351|$14,200|$46,320|$62,044|DebtCon|Other|6|0|0|49|107|2|29.1|522|0
ID#02352|$14,200|$73,533|$88,924|DebtCon|Mgr|21|0|0|23|232.4|10|36.5|375|0
ID#02353|$14,200|$71,979|$86,443|DebtCon|Other|2|0|0|25|238.3|3|32.1|504|0
ID#02354|$14,200|$100,663|$122,021|DebtCon|ProfExe|0|0|0|20|140|0|43.8|389|1
ID#02355|$14,200||$49,060|DebtCon|Other|||||||24.7|542|1
ID#02356|$14,200|$100,664|$129,166|DebtCon|Mgr|4|||41|255.7|2|38.7|488|0
ID#02357|$14,200|$64,235|$76,965|DebtCon||9||||||24.8|535|0
ID#02358|$14,200|$60,570|$74,648|DebtCon|ProfExe|2|0|0|35|137.8|2|40.3|416|0
ID#02359|$14,200|$102,789|$123,691|DebtCon||3|0|0|26|127.1|1|31.3|490|0
ID#02360|$14,200|$83,231|$99,400|HomeImp|ProfExe|6|0|0|26|130.2|1|27.2|528|0
ID#02361|$14,300|$52,260|$73,000|DebtCon|Mgr|0.6|1|3|17|62.9|0||189|1
ID#02362|$14,300|$43,826|$70,517|DebtCon|Other|0|0|0|20|260.1|0|28.8|573|0
ID#02363|$14,300|$85,631|$100,000|HomeImp|Other|20|0|0|23|145|3|30.1|480|0
ID#02364|$14,300|$19,111|$49,794|HomeImp|Office|23|0|0|19|262.3|0|30.9|554|0
ID#02365|$14,300|$67,018|$81,805|DebtCon|Other|1|0|0|25|253.6|3|30.7|524|0
ID#02366|$14,300||$63,319|||0|0|0|0||0|4|700|0
ID#02367|$14,300|$111,623|$127,049|DebtCon||2|0|0|26|145.1|1|34.4|471|0
ID#02368|$14,300|$60,811|$89,324|DebtCon|ProfExe|8|0|0|20|205.7|0|21|619|0
ID#02369|$14,300|$45,615|$80,818|DebtCon|Mgr|4|0|0|9|115.1|0|28.7|497|0
ID#02370|$14,300|$81,000|$100,000|DebtCon|Office|30||1|50|333.8|2||501|0
ID#02371|$14,300|$21,828|$38,000|DebtCon|Mgr|17|1|0|17|103.5|1||380|0
ID#02372|$14,300|$37,000|$54,000|DebtCon||0|0|0|26|320.6|2||449|1
ID#02373|$14,300|$33,261|$41,835|DebtCon|Other|9||0|28|155.1|6|40.5|363|0
ID#02374|$14,300|$93,989|$117,410|DebtCon|Office|10|0|0|12|220.9|0|39.9|447|0
ID#02375|$14,300|$85,478|$113,372|DebtCon|ProfExe|9|0|0|36|190.8|1|40.8|448|0
ID#02376|$14,300||$41,870|HomeImp|Other|0|0|0|8|314.5|0|27.6|590|0
ID#02377|$14,300||$29,115|DebtCon|Other|14|||7|82.1|2|32.8|420|0
ID#02378|$14,300|$94,062|$102,052|DebtCon|Sales|14||2|17|133.4|1|35.7|329|0
ID#02379|$14,300|$80,299|$123,339|||||||||35.3|423|0
ID#02380|$14,300|$31,607|$70,118|DebtCon|ProfExe|6|0|0|15|255.7|0|23.1|615|0
ID#02381|$14,300|$52,608|$76,936|DebtCon|Other|0|0|0|9|217.3|0|34.1|493|0
ID#02382|$14,300|$70,322|$88,626|DebtCon|Other|3|0|0|26|244.8|2|32.6|516|0
ID#02383|$14,300|$89,984|$121,189|HomeImp|Mgr|4|0|2|25|137.6|0|41.6|302|0
ID#02384|$14,400|$64,500|$83,000|DebtCon|Other|10|0|0|11|83.2|3||389|0
ID#02385|$14,400|$34,291|$68,444|DebtCon|ProfExe|6|0|0|15|262.1|1|22|615|0
ID#02386|$14,400|$77,366|$130,330|DebtCon|ProfExe|14|0|1|18|285.2|1|28.2|518|0
ID#02387|$14,400|$63,671|$70,982|DebtCon|ProfExe|0|0|0|34|169.3|1|42.8|418|0
ID#02388|$14,400||$69,712|||0|0|0|0||0|2.6|713|0
ID#02389|$14,400|$20,996|$41,987|DebtCon|Mgr|9|0|0|10|121|0|21.1|568|0
ID#02390|$14,400|$32,683|$48,467|HomeImp|Other|11|0|0|10|114.4|0|21.5|562|0
ID#02391|$14,400|$46,955|$67,304|DebtCon|Other|2|0|0|13|171.6|0|36.6|457|0
ID#02392|$14,400|$61,121|$88,844|HomeImp|Other||0|0|20|295.8|0|30.3|575|0
ID#02393|$14,400|$78,965|$90,729|DebtCon|Mgr|4|0|0|26|132.7|2|39.7|407|0
ID#02394|$14,400|$89,605|$106,290|HomeImp|Other|20|0|0|24|121.7|4|29.3|467|0
ID#02395|$14,400|$45,516|$63,924|DebtCon|Other||0|0|19|109.3|1|40.9|389|0
ID#02396|$14,400|$75,360|$105,737|HomeImp|ProfExe|8|0|0|27|121.3|1|24.8|548|0
ID#02397|$14,400|$79,288|$92,391|DebtCon|ProfExe|8|0|1|41|341.5||39.4|474|0
ID#02398|$14,400|$46,551|$68,545|DebtCon|Other|7|0|0|49|118.7|3|29.6|510|0
ID#02399|$14,400|$80,123|$102,223|DebtCon|ProfExe|9|2|0|30|176.4|0|27.6|470|0
ID#02400|$14,400|$45,138|$52,029|DebtCon|Other||0|0|15|94.4|0|40.1|396|0
ID#02401|$14,400|$111,914|$142,105|DebtCon|ProfExe|3|0|0|46|284.5|1|32.9|571|0
ID#02402|$14,400|$100,487|$118,911|DebtCon|Other|11|0|0|27|179.3|0|35.9|486|0
ID#02403|$14,400|$78,777|$103,344|HomeImp|ProfExe|5|0|0|27|104.4|1|24.4|544|0
ID#02404|$14,500|$52,440|$62,150|DebtCon|Other|4|0|0|13|174.7|0|27.2|542|0
ID#02405|$14,500|$71,511|$88,632|DebtCon|Other|9|0|0|11|85.7|2|31.5|438|0
ID#02406|$14,500|$54,927|$63,177|DebtCon|Other|3|0|0|14|178.9|0|27.1|546|0
ID#02407|$14,500||$30,625|DebtCon|Other|11|||9|89.9|2|33.5|420|0
ID#02408|$14,500|$70,896|$91,652|HomeImp|Office|24|0|0|13|164|2|41.5|386|0
ID#02409|$14,500|$35,799|$51,720|HomeImp|Other|10|0|0|9|123.2|1|18.3|581|0
ID#02410|$14,500|$67,956|$80,318|DebtCon|Other|1|0|0|26|233.4|2|31.3|524|0
ID#02411|$14,500|$38,986|$49,970|HomeImp|Other|1|8|1|17|220.9|0|47.9||1
ID#02412|$14,500|$69,115|$98,900|DebtCon|Other|18|0|0|11|177.9|||432|1
ID#02413|$14,500|$49,348|$68,000|DebtCon|Office|0.2|0|0|25|178.6|0||482|0
ID#02414|$14,500|$149,000||DebtCon|ProfExe|25|0|2|71|384.5|0||480|1
ID#02415|$14,500|$100,685|$129,840|HomeImp|ProfExe|9|0|0|32|166.8|2|27.5|537|0
ID#02416|$14,500|$67,631|$89,458|DebtCon|Other|4|0|0|4|25|1|39.1|348|0
ID#02417|$14,500|$59,465|$78,444|DebtCon||7||||||24.5|539|0
ID#02418|$14,500||$35,183|DebtCon|Other|12|||8|94.4|1|32.6|440|0
ID#02419|$14,500|$78,503|$90,558|DebtCon|Mgr|19|0|0|24|250.5|10|36.9|381|0
ID#02420|$14,500|$41,911|$54,985|DebtCon|ProfExe|4|0|0|35|254.7|0|38.7|504|0
ID#02421|$14,600|$54,040|$66,442|DebtCon|Other|6|0|0|18|237.6|0|34.9|507|0
ID#02422|$14,600||$66,776|||8|0|0|14|119|0|26|531|0
ID#02423|$14,600|$15,411|$50,493|HomeImp|Office|24|0|0|19|259.7|0|30.6|556|0
ID#02424|$14,600|$58,229|$74,027|DebtCon|Other|2|0|0|9|228.6|0|34.1|498|0
ID#02425|$14,600|$68,182|$83,091|DebtCon|Office|5|0|0|19|135.8|0|24.7|556|0
ID#02426|$14,600|$46,057|$63,603|DebtCon|Other||0|0|19|107.1|2|41.9|367|0
ID#02427|$14,600|$59,658|$80,384|DebtCon||8||||||25.2|533|0
ID#02428|$14,600|$124,000|$168,000|DebtCon|ProfExe|4|0|0|29|146.9|2||410|1
ID#02429|$14,600|$4,810|$88,000|HomeImp|Other|14|0|1|23|266.8|0||475|0
ID#02430|$14,600|$206,126|$235,912|HomeImp|ProfExe|10|0|0|21|236.5|0|30.2|553|0
ID#02431|$14,600|$28,050|$49,244|HomeImp|Other|9|0|0|9|122.1|1|20.8|558|0
ID#02432|$14,600|$16,535|$46,993|HomeImp|Office|24|0|0|20|260.9|0|28.2|579|0
ID#02433|$14,600|$76,194|$106,461|DebtCon|Other|4|0|0|13|80.7|1|34.5|425|0
ID#02434|$14,600|$21,340|$44,605|DebtCon|Office|13|0|0|5|126.7|0|36.5|428|1
ID#02435|$14,600|$67,997|$87,000|DebtCon|Other|11|1||23|93.3|3||343|1
ID#02436|$14,600|$82,698|$104,963|DebtCon|Office|30||1|50|344.3|1|34|537|0
ID#02437|$14,600|$6,871|$52,457|DebtCon|ProfExe|4|0|0|16|317.2|0|17.6|691|0
ID#02438|$14,600|$51,613|$77,912|DebtCon|Office|0|0|0|25|182.9|0|32.2|518|0
ID#02439|$14,600|$86,199|$95,034|HomeImp|Office||0|0|25|164.3|1|41.5|415|0
ID#02440|$14,600|$82,051|$118,505|||||||||35.9|418|0
ID#02441|$14,600|$82,837|$95,796|DebtCon|Other|0|0|0|23|148.4|0|42|413|0
ID#02442|$14,600|$63,475|$89,430|HomeImp|Other||0|0|19|286.3|0|28.6|585|0
ID#02443|$14,700|$49,264|$68,591|DebtCon|Other|9|0|0|18|237.8|0|31.3|540|0
ID#02444|$14,700|$99,343|$125,821|DebtCon|Mgr|5|||41|257|2|39.8|480|0
ID#02445|$14,700|$30,306|$44,195|HomeImp|Other|9|0|1|12|87.4|2|29.4|403|0
ID#02446|$14,700|$47,177|$68,456|HomeImp|ProfExe|3|0|0|18|193.7|2|34.5|467|0
ID#02447|$14,700|$30,210|$42,751|DebtCon|Mgr|17|0|0|17|86.6|0|23.4|544|0
ID#02448|$14,700|$51,829|$69,136|DebtCon|Other|14|0|0|18|170|0|35.6|472|1
ID#02449|$14,700|$148,396|$162,403|DebtCon|Mgr|13|0|0|31|163.5|0|35.4|490|1
ID#02450|$14,700|||||||||||24.6|518|0
ID#02451|$14,700|$10,098|$51,653|DebtCon|ProfExe|3|0|0|16|302.7|0|18.4|678|0
ID#02452|$14,700|$76,888|$96,552|DebtCon|ProfExe|9|2|0|30|189.6|0|29.4|461|0
ID#02453|$14,700|$89,448|$115,380|DebtCon|Office|11|0|0|12|222.8|0|40.5|443|0
ID#02454|$14,700|$94,672|||Other|14|0|1|11|67|0|40.3|321|1
ID#02455|$14,700|$106,417|$123,580|HomeImp|ProfExe|9|0|0|31|166.5|3|29.3|508|0
ID#02456|$14,700|$27,235|$39,102|HomeImp|Other|8|0|0|11|71.4|2|29.2|454|0
ID#02457|$14,700|$77,565|$101,320|HomeImp|ProfExe|6|0|0|26|120.8|0|25.3|554|0
ID#02458|$14,700|$33,150|$46,053|HomeImp|Other|8|0|0|11|76.9|2|30.7|442|0
ID#02459|$14,700|$65,660|$81,937|DebtCon|Office|2|0|0|19|106.7|1|25.2|527|0
ID#02460|$14,700|$35,164|$68,061|DebtCon|ProfExe|5|0|0|16|245.7|1|23.1|600|0
ID#02461|$14,700|$14,275|$90,376|HomeImp|Other|14|0|1|23|273.6|0|26.8|544|0
ID#02462|$14,700|$76,931|$94,245|DebtCon|Other|5|3|0|21|78.7|0|25.4|391|0
ID#02463|$14,700|$63,000|$89,250|DebtCon|ProfExe|4|0|0|28|87.5|0||408|1
ID#02464|$14,700|$82,967|$114,835|||||||||34.5|431|0
ID#02465|$14,700|$90,662|$111,778|DebtCon|ProfExe|1|1|1|33|148.4|0|31.8|416|0
ID#02466|$14,700|$35,832|$66,260|DebtCon|ProfExe|7|0|0|16|277.8|0|23.7|621|0
ID#02467|$14,800|$76,875|$95,893|DebtCon|Other|4|2|0|21|88.8|0|24.2|452|0
ID#02468|$14,800|$90,722|$105,695|DebtCon|Office|31||0|50|321.4|2|35.2|560|0
ID#02469|$14,800|$48,910|$70,039|DebtCon|Other|8|0|1|48|95|3|30.9|431|0
ID#02470|$14,800|$100,255|$116,160|DebtCon|Other|10|0|0|26|184.8|0|34.5|500|0
ID#02471|$14,800|$53,738|$66,258|DebtCon|Other|7|0|0|17|240.9|0|34.5|511|0
ID#02472|$14,800|$50,570|$69,422|DebtCon|Other|3|0|0|13|191.2|0|36.6|465|0
ID#02473|$14,800|||HomeImp|ProfExe|0|||||||463|1
ID#02474|$14,800|$64,365|$85,272|DebtCon|Other|0|1|0|26|242.6|2|29.8|495|0
ID#02475|$14,800|$63,800|$96,500|HomeImp|Mgr|9|0|4|14|185.4|2||167|1
ID#02476|$14,800||$43,475|DebtCon|Other||||17|339.7|||531|0
ID#02477|$14,800|$49,000|$98,900|HomeImp|Other|0.1|0|3|10|51.7|1||240|0
ID#02478|$14,800|$38,000|$59,000|DebtCon||6|1|0|10|107.5|2||400|0
ID#02479|$14,800|$86,861|$93,341|HomeImp|Office||0|0|26|162|0|42.9|416|0
ID#02480|$14,800|$46,698|$60,679|DebtCon||6|1|0|10|126.5|2|28.4|437|0
ID#02481|$14,800|$30,282|$61,986|DebtCon|ProfExe|7|0|0|16|249.2|0|21|633|0
ID#02482|$14,800|$41,807|$50,931|DebtCon|ProfExe|4|0|0|35|269.7|1|38.5|501|0
ID#02483|$14,800|$43,983|$60,826|DebtCon||4|1|1|9|113.9|1|27.1|397|0
ID#02484|$14,800|$63,508|$87,310|DebtCon|Other|2|0|0|10|127.2|3|39|377|0
ID#02485|$14,800|$60,573|$93,187|DebtCon|Other|0|0|0|3|30|2|39.1|337|0
ID#02486|$14,800|$88,898|$107,208|DebtCon|Office|30||0|50|329.8|1|36.7|563|0
ID#02487|$14,800|$16,448|$38,774|DebtCon|Office|7|0|0|16|91|0|19.2|581|0
ID#02488|$14,800|$73,887|$109,451|DebtCon|Other|6|0|0|13|81.3|2|34|418|0
ID#02489|$14,900|$65,303|$84,590|DebtCon|Office|6|0|0|19|121.1|1|22.6|557|0
ID#02490|$14,900|$101,179|$117,405|HomeImp|Office|2|0|0|22|133.9|1|35.5|451|0
ID#02491|$14,900|$70,872|$88,731|DebtCon|Other|4|0|0|26|244|3|29|537|0
ID#02492|$14,900|$54,359|$78,408|DebtCon|Self|4|3|0|24|130|0|3|615|1
ID#02493|$14,900|$55,480|$76,464|HomeImp|Other|15|0|1|20|122.1|5|43.1|271|1
ID#02494|$14,900|$56,506|$81,390|HomeImp|ProfExe|12|0|2|14|170.8|0||379|0
ID#02495|$14,900|$45,701|$78,186|DebtCon|Mgr|5|0|0|8|125|1|26.3|510|0
ID#02496|$14,900|$85,486|$97,795|HomeImp|Office||0|0|26|173|1|41.6|420|0
ID#02497|$14,900|$66,329|$100,824|HomeImp|ProfExe|9|0|0|11|279.2|0|36.2|504|0
ID#02498|$14,900|$89,872|$118,027|DebtCon|ProfExe|0|1|1|34|155.4|1|33.1|396|0
ID#02499|$14,900||$44,066|HomeImp|Other|0|0|0|8|313.8|1|27.8|577|0
ID#02500|$14,900|$87,167|$114,219|DebtCon|ProfExe|8|0|0|36|194.1|2|41.3|433|0
ID#02501|$14,900|$57,557|$80,611|DebtCon|Other|12|0|0|7|103.1|0|39.8|392|1
ID#02502|$14,900|$65,843|$86,628|HomeImp|Other||0|0|20|288.6|0|28.3|591|0
ID#02503|$14,900|$22,245|$31,531|DebtCon|Office|7|0|0|16|91.1|0|21.6|560|0
ID#02504|$14,900|$44,588|$72,331|DebtCon|ProfExe|6|0|0|11|156.3|2|28.2|499|0
ID#02505|$14,900|$82,930|$103,352|HomeImp|ProfExe|6|0|0|27|105.7|0|27.5|530|0
ID#02506|$14,900|$87,391|$99,494|HomeImp|Other|18|0|0|23|134.9|4|29.5|470|0
ID#02507|$14,900|$97,646|$139,884|HomeImp|ProfExe|13|0|0|22|119.1|5|36.4|389|0
ID#02508|$14,900|$49,849|$70,075|DebtCon|Office|0|0|0|25|153.7|0|30.9|517|0
ID#02509|$14,900|$97,930|$113,886|DebtCon|Office|3|0|0|33|267.8|0|28.4|599|0
ID#02510|$14,900|$51,219|$144,894|DebtCon|Other|1|0|0|42|275.3|5|39.3|457|0
ID#02511|$14,900|$48,649|$81,342|DebtCon|Mgr|3|0|0|8|110.1|0|28.8|494|0
ID#02512|$14,900|$58,204|$71,257|DebtCon|Office|3|3|2|50|206.5|1|43.8|198|1
ID#02513|$14,900|$69,723|$83,553|DebtCon|Office|5|0|0|19|114.9|1|23|551|0
ID#02514|$14,900|$72,637|$103,297|DebtCon|Other|4|2|0|20|83.5|0|22.6|463|0
ID#02515|$14,900|$60,667|$81,293|DebtCon||6||||||27.6|512|0
ID#02516|$14,900|$45,797|$71,942|DebtCon|Other|11|0|0|17|233.7|0|33.6|517|0
ID#02517|$14,900|$36,120|$57,095|DebtCon|ProfExe|4|0|0|35|239|1|38.2|491|0
ID#02518|$15,000||$54,869|DebtCon|Office|8|||||||359|1
ID#02519|$15,000|$80,988|$97,404|DebtCon|ProfExe|10|3|0|30|188.5|1|26.6|428|0
ID#02520|$15,000|$81,483|$134,347|DebtCon|ProfExe|14|0|0|18|305.9|0|29.7|583|0
ID#02521|$15,000|$93,226|$108,149|DebtCon|Sales|11||1|17|152.8|1|34.3|408|0
ID#02522|$15,000|$45,000|$85,000|HomeImp|Mgr|11|0|0|31|110|0||410|1
ID#02523|$15,000|$399,550||HomeImp|Mgr|0.9|0|0|18|138.2|1||391|1
ID#02524|$15,000|||HomeImp||1|1|0|22|108.5|0||444|1
ID#02525|$15,000|$63,000|$100,050|DebtCon|Other||1|0|20|135.3|1||382|1
ID#02526|$15,000|$4,734|$55,500|HomeImp|Other|24|2|0|1|14.6|1||274|1
ID#02527|$15,000||$27,500|HomeImp|Other|11|1|1|3|62.3|2||274|1
ID#02528|$15,000|$8,200|$42,075|DebtCon|ProfExe|18|1|0|23|122.2|0||370|1
ID#02529|$15,000|$98,000|$132,790|DebtCon|Other|1.5|0|3|21|107.7|1||248|1
ID#02530|$15,000|$49,200|$72,900|DebtCon|Other|10|0|0|16|174|1||438|1
ID#02531|$15,000|$163,000|$207,562|DebtCon|ProfExe|6|0|0|27|247.6|1||462|1
ID#02532|$15,000|$45,000|$68,250|DebtCon|Other|7|0|1|4|56|0||327|1
ID#02533|$15,000|$86,000||DebtCon|Mgr|1|0|0|27|63.7|1||407|1
ID#02534|$15,000|$37,000|$58,488|HomeImp|Other|2|0|0|48|266.9|0||551|1
ID#02535|$15,000|$83,000|$114,000|DebtCon|ProfExe|18|0|0|27|207.2|0||458|1
ID#02536|$15,000|$40,772|$62,025|HomeImp|Other||0|1|19|120.6|2||367|1
ID#02537|$15,000|$20,000|$47,394|HomeImp|Other|13|0|0|11|66.1|0||414|1
ID#02538|$15,000|$29,000|$105,000|HomeImp|Other|7|0|4|8|97.7|1||185|1
ID#02539|$15,000|$38,000|$73,200|DebtCon|Other|6|0|0|17|171.3|0||451|1
ID#02540|$15,000|||DebtCon||0|2|1|10|91.3|1||195|1
ID#02541|$15,000|$89,000|$122,400|HomeImp|Mgr|1|0|2|19|136.5|0||291|1
ID#02542|$15,000|$48,786|$72,500|DebtCon|Other|10|0|0|9|75.4|2||374|1
ID#02543|$15,000|$57,900|$88,200|DebtCon|ProfExe|10|||||||426|1
ID#02544|$15,000|$34,200|$38,900|DebtCon|Other|9.2|0|0|21|170.7|4||407|1
ID#02545|$15,000|$37,624|$60,562|DebtCon|Other||0|1|26|186.9|7||327|1
ID#02546|$15,000|$106,239|$135,942|DebtCon|ProfExe|19.5|0|1|24|9.1|2||289|1
ID#02547|$15,000|$18,500|$19,000|DebtCon|Other|2|0|1|2|20.2|0||309|1
ID#02548|$15,000|$5,500|$29,025|DebtCon|Other|25|0|5|19|275.5|1||203|1
ID#02549|$15,000|$71,269|$97,500|DebtCon|Other|9|0|0|19|118.2|1||419|1
ID#02550|$15,000|$96,931|$137,390|DebtCon|Other|0.2|0|0|16|114.9|1||413|1
ID#02551|$15,000||$74,750|DebtCon|||||||||179|1
ID#02552|$15,000|$2,619|$57,310|DebtCon|Sales|0.3|0|0|6|322.6|0||535|0
ID#02553|$15,000||$87,360|DebtCon|Office|28|0|0|16|323.6|0||531|0
ID#02554|$15,000|$50,000|$90,000|DebtCon|ProfExe|5.5|0|0|22|130.9|2||459|0
ID#02555|$15,000|$18,000|$163,580|HomeImp|Self|7|0|0|27|304.4|0||537|0
ID#02556|$15,000|$62,000|$94,575|HomeImp|ProfExe|23|0|0|24|238.4|1||522|0
ID#02557|$15,000|$48,882|$156,000|DebtCon|ProfExe|20|0|0|28|239.5|0||538|0
ID#02558|$15,000||$48,800|DebtCon|Office|2|0|0|9|86.3|2||397|0
ID#02559|$15,000|$42,720|$70,000|DebtCon|Other|1||2|10|289|1||387|0
ID#02560|$15,000|$73,335|$99,400|DebtCon|ProfExe|0.5|0|0|21|273.9|2||518|0
ID#02561|$15,000|$125,000|$154,000|DebtCon|Mgr||0|0|19|223.2|0||493|0
ID#02562|$15,000|$135,442|$175,900|DebtCon|Mgr|11|0|0|21|247.6|0||506|0
